timestamp,resolved_at,source,market,direction,outcome,amount,entry_price,result,won,pnl,winning_outcome,condition_id,token_id
2026-03-04T04:27:32.065640+00:00,2026-03-04T04:33:50.418360+00:00,momentum,"Solana Up or Down - March 3, 11:15PM-11:30PM ET",DOWN,Down,20.0,0.95,WIN,YES,1.05263157894737,Down,0x0217fda0dc98f5852c7f9c2db09b5b32c8160243fd7dee3f1afdbfc82223963c,108532276918217584633182533519955038676804442213009214355913236562092197462428
2026-03-04T04:30:10.700602+00:00,2026-03-04T04:33:50.467532+00:00,momentum,"Bitcoin Up or Down - March 3, 11:15PM-11:30PM ET",DOWN,Down,20.0,0.955,WIN,YES,0.9424083769633533,Down,0x96a66e4ec05be97f0c9758bcc8fee99b55749e8818cc409aad25e65da6b04526,57513041583265732716871964349032962714867593895266475813365056309626708814857
2026-03-04T04:27:16.958313+00:00,2026-03-04T04:33:59.958363+00:00,momentum,"XRP Up or Down - March 3, 11:15PM-11:30PM ET",DOWN,Down,20.0,0.945,WIN,YES,1.1640211640211646,Down,0x31f61aba4e6091b1cb9326f5a043fd03a81e41b476f06f5800a1795b3aa3c65c,69639738958765930675744416966544102777998350256177027741473005936675926031444
2026-03-04T04:25:27.254741+00:00,2026-03-04T04:34:52.249580+00:00,momentum,"Solana Up or Down - March 3, 11:15PM-11:30PM ET",DOWN,Down,20.0,0.94,WIN,YES,1.2765957446808507,Down,0x0217fda0dc98f5852c7f9c2db09b5b32c8160243fd7dee3f1afdbfc82223963c,108532276918217584633182533519955038676804442213009214355913236562092197462428
2026-03-04T04:40:47.594800+00:00,2026-03-04T04:46:09.159359+00:00,momentum,"Ethereum Up or Down - March 3, 11:35PM-11:40PM ET",DOWN,Down,20.0,0.9,WIN,YES,2.2222222222222214,Down,0x4a275de47a9a674b8e6b0033e38c7a00b3240b772b27ed1cfd7a25ccf14716fc,17153466642353706278560263601180741838693087953136350059229300642523178243039
2026-03-04T04:39:45.126805+00:00,2026-03-04T04:49:35.302029+00:00,momentum,"Ethereum Up or Down - March 3, 11:30PM-11:45PM ET",DOWN,Down,20.0,0.7,LOSS,NO,-20.0,Up,0xb5447dd8052b87af9b9bf1b97a0d37349583fc3f5df064dfbda835deff8ccb25,13523683272899303164633781816194078248773021154097412927857082657588411124838
2026-03-04T04:40:17.651704+00:00,2026-03-04T04:50:11.431422+00:00,momentum,"Bitcoin Up or Down - March 3, 11:30PM-11:45PM ET",DOWN,Down,20.0,0.735,LOSS,NO,-20.0,Up,0x61a1e84acc2a4eef528d638b9b58737d9118fe10d4ca6f2da837b6e945b5f77f,18197009926137861496696015456206872829834785017173001577762470447783807524666
2026-03-04T04:41:02.703379+00:00,2026-03-04T04:50:11.482510+00:00,momentum,"Solana Up or Down - March 3, 11:30PM-11:45PM ET",DOWN,Down,20.0,0.7,LOSS,NO,-20.0,Up,0xf8324c5c262bff50827459eca666832da3a1c6834da9062c9d711f90af7cfe2a,92987922244350188146952859442556598499408585012062237972401870313464600043908
2026-03-04T05:01:31.052256+00:00,2026-03-04T05:06:18.629575+00:00,momentum,"Ethereum Up or Down - March 3, 11:45PM-12:00AM ET",UP,Up,20.0,0.96,WIN,YES,0.8333333333333357,Up,0xaad2c0f3b110a05dcf6dfb83ad443530d72342ff4b2830c441d5a78a61a3e3db,77189078514464197027913684027064035747164124785530595014781816832347626265508
2026-03-04T04:58:48.318379+00:00,2026-03-04T05:06:38.510513+00:00,momentum,"Bitcoin Up or Down - March 3, 11:45PM-12:00AM ET",UP,Up,20.0,0.945,WIN,YES,1.1640211640211646,Up,0x4aaddff92729ea8ce9578daf4f0361a34d66b41138c882eb06b03735ab22baee,58691542385669919700626367733393024001399766536928164284684629226780715375634
2026-03-04T04:54:49.525117+00:00,2026-03-04T05:07:17.814478+00:00,momentum,"Bitcoin Up or Down - March 3, 11:45PM-12:00AM ET",UP,Up,20.0,0.735,WIN,YES,7.210884353741498,Up,0x4aaddff92729ea8ce9578daf4f0361a34d66b41138c882eb06b03735ab22baee,58691542385669919700626367733393024001399766536928164284684629226780715375634
2026-03-04T04:58:33.080563+00:00,2026-03-04T05:07:17.867977+00:00,momentum,"XRP Up or Down - March 3, 11:45PM-12:00AM ET",UP,Up,20.0,0.92,WIN,YES,1.7391304347826093,Up,0x4c2cf3b7f59927e46a3c5fec28d6bbb738a5d8ec770206fecd05e5664bfdbd09,1340446076507569019105766551554437123573770345908245992945758694698881408094
2026-03-04T04:59:21.829845+00:00,2026-03-04T05:07:18.109652+00:00,momentum,"Solana Up or Down - March 3, 11:45PM-12:00AM ET",UP,Up,20.0,0.795,WIN,YES,5.157232704402514,Up,0x0672edda90ac5987d7a04fb5470e3c8e85c8149b6a01dc8371b5456f8bb930dc,18622541228118562501875976943666802271200366959046218602618227234329496209142
2026-03-04T05:09:17.251995+00:00,2026-03-04T05:19:25.215927+00:00,momentum,"Solana Up or Down - March 4, 12:00AM-12:15AM ET",DOWN,Down,20.0,0.795,WIN,YES,5.157232704402514,Down,0x6dbfb656084c4f667f9e9d0670ed0bdfe2fc94ec749eb2e09969dc3f0f5875d2,68138100144362793595922987363869958680363452546196279211424711902250430186350
2026-03-04T05:14:22.866935+00:00,2026-03-04T05:19:25.270259+00:00,momentum,"XRP Up or Down - March 4, 12:00AM-12:15AM ET",UP,Up,20.0,0.93,WIN,YES,1.5053763440860202,Up,0x921b133658810b910c31d072c3d39e42a533baf65743a35591a64d5d48294620,77625269288569332682327151883987031325902644087467035482439467540685275651032
2026-03-04T05:17:17.469923+00:00,2026-03-04T05:19:28.743661+00:00,momentum,"Bitcoin Up or Down - March 4, 12:00AM-12:15AM ET",UP,Up,20.0,0.985,WIN,YES,0.3045685279187822,Up,0x641f578c94df0a0f39c384eb51181d8781808a1e33f0361b5f7f96c6d7db4520,94482957038433504362801021014243556746548340734034987262273157530090167175876
