ts,close,next_close,close_position,body_signed,volume_z,range_z,streak,p_up,side,confidence,stake,actual,result,pnl,equity
1775533800,68785.43,68777.67,0.989229,0.663832,-0.9877,-1.0303,1,0.830869,UP,0.830869,3.0,DOWN,LOSS,-3.0,-104.0
1775534100,68777.67,68706.47,0.750455,-0.201716,-0.4564,-1.3444,-1,0.642724,UP,0.642724,0.0,DOWN,,0.0,-104.0
1775534400,68706.47,68658.45,0.0,-0.855872,-0.7028,-0.0226,-2,0.129594,DOWN,0.870406,3.0,DOWN,WIN,3.0,-101.0
1775534700,68658.45,68671.06,0.1623,-0.71897,-0.7592,-0.4045,-3,0.215792,DOWN,0.784208,1.0,UP,LOSS,-1.0,-102.0
1775535000,68671.06,68595.5,0.763404,0.20365,-0.4101,-0.5506,1,0.703959,UP,0.703959,1.0,DOWN,LOSS,-1.0,-103.0
1775535300,68595.5,68586.04,0.261502,-0.635545,-0.5349,1.1667,-1,0.237433,DOWN,0.762567,1.0,DOWN,WIN,1.0,-102.0
1775535600,68586.04,68596.69,0.589505,-0.12227,-0.321,0.0839,-2,0.570577,UP,0.570577,0.0,UP,,0.0,-102.0
1775535900,68596.69,68811.28,0.33698,0.211856,-1.1112,-1.0278,1,0.430257,DOWN,0.569743,0.0,UP,,0.0,-102.0
1775536200,68811.28,68846.64,0.960953,0.960908,-0.2348,6.1155,2,0.647346,UP,0.647346,0.0,UP,,0.0,-102.0
1775536500,68846.64,68857.56,0.607434,0.47279,0.3291,-0.1238,3,0.679535,UP,0.679535,0.0,UP,,0.0,-102.0
1775536800,68857.56,68972.0,0.731451,0.212658,-0.9153,-0.6689,4,0.625214,UP,0.625214,0.0,UP,,0.0,-102.0
1775537100,68972.0,68882.41,0.904397,0.718844,0.9939,2.0734,5,0.902134,UP,0.902134,5.0,DOWN,LOSS,-5.0,-107.0
1775537400,68882.41,68856.71,0.16271,-0.83729,-1.5193,0.6236,-1,0.252709,DOWN,0.747291,1.0,DOWN,WIN,1.0,-106.0
1775537700,68856.71,68801.2,0.139821,-0.535528,-2.025,-0.7854,-2,0.345688,DOWN,0.654312,0.0,DOWN,,0.0,-106.0
1775538000,68801.2,68835.26,0.103212,-0.730779,-0.9097,-0.1103,-3,0.203517,DOWN,0.796483,1.0,UP,LOSS,-1.0,-107.0
1775538300,68835.26,68802.28,1.0,0.812694,-1.6781,-0.8418,1,0.779483,UP,0.779483,1.0,DOWN,LOSS,-1.0,-108.0
1775538600,68802.28,68780.04,0.090068,-0.802824,-0.9711,-0.8319,-1,0.178232,DOWN,0.821768,3.0,DOWN,WIN,3.0,-105.0
1775538900,68780.04,68759.28,0.392606,-0.223428,2.7345,0.5157,-2,0.316929,DOWN,0.683071,0.0,DOWN,,0.0,-105.0
1775539200,68759.28,68706.89,0.344778,-0.227731,0.1621,0.2733,-3,0.356605,DOWN,0.643395,0.0,DOWN,,0.0,-105.0
1775539500,68706.89,68674.23,0.160748,-0.652835,-1.1414,-0.0202,-4,0.265017,DOWN,0.734983,1.0,DOWN,WIN,1.0,-104.0
1775539800,68674.23,68733.09,0.258422,-0.709846,4.0257,-0.8276,-5,0.101951,DOWN,0.898049,3.0,UP,LOSS,-3.0,-107.0
1775540100,68733.09,68650.01,0.79236,0.593287,1.7967,0.3956,1,0.908252,UP,0.908252,5.0,DOWN,LOSS,-5.0,-112.0
1775540400,68650.01,68641.4,0.070151,-0.87906,-1.3291,0.2248,-1,0.196875,DOWN,0.803125,3.0,DOWN,WIN,3.0,-109.0
1775540700,68641.4,68664.95,0.100802,-0.328751,-0.4519,-1.3781,-2,0.215907,DOWN,0.784093,1.0,UP,LOSS,-1.0,-110.0
1775541000,68664.95,68655.07,0.54168,0.374642,-0.8271,-0.459,1,0.584441,UP,0.584441,0.0,DOWN,,0.0,-110.0
1775541300,68655.07,68630.9,0.769613,-0.181952,0.6655,-0.6517,-1,0.703551,UP,0.703551,1.0,DOWN,LOSS,-1.0,-111.0
1775541600,68630.9,68562.49,0.610188,-0.375369,-0.1659,-0.3566,-2,0.522021,UP,0.522021,0.0,DOWN,,0.0,-111.0
1775541900,68562.49,68516.03,0.141293,-0.619207,-0.2855,0.6947,-3,0.183176,DOWN,0.816824,3.0,DOWN,WIN,3.0,-108.0
1775542200,68516.03,68497.28,0.308903,-0.386941,0.4033,0.8434,-4,0.281982,DOWN,0.718018,1.0,DOWN,WIN,1.0,-107.0
1775542500,68497.28,68530.5,0.320333,-0.229246,-0.592,0.1364,-5,0.387065,DOWN,0.612935,0.0,UP,,0.0,-107.0
1775542800,68530.5,68567.12,0.826438,0.285714,1.9649,1.1998,1,0.882132,UP,0.882132,3.0,UP,WIN,3.0,-104.0
1775543100,68567.12,68502.53,0.667639,0.667639,-0.7036,-0.8039,2,0.70667,UP,0.70667,1.0,DOWN,LOSS,-1.0,-105.0
1775543400,68502.53,68544.44,0.091268,-0.749043,-0.6934,0.3786,-1,0.161786,DOWN,0.838214,3.0,UP,LOSS,-3.0,-108.0
1775543700,68544.44,68552.28,0.749188,0.439262,-0.5742,0.7721,1,0.730664,UP,0.730664,1.0,UP,WIN,1.0,-107.0
1775544000,68552.28,68531.32,0.857049,0.086211,-0.5122,0.5238,2,0.714512,UP,0.714512,1.0,DOWN,LOSS,-1.0,-108.0
1775544300,68531.32,68580.01,0.421706,-0.25762,-0.5486,0.1314,-1,0.407817,DOWN,0.592183,0.0,UP,,0.0,-108.0
1775544600,68580.01,68566.49,0.714008,0.557221,-0.6859,0.2986,1,0.725636,UP,0.725636,1.0,DOWN,LOSS,-1.0,-109.0
1775544900,68566.49,68543.97,0.34359,-0.330159,0.4148,-1.743,-1,0.292801,DOWN,0.707199,1.0,DOWN,WIN,1.0,-108.0
1775545200,68543.97,68521.64,0.583854,-0.299508,-0.3158,-0.1622,-2,0.522455,UP,0.522455,0.0,DOWN,,0.0,-108.0
1775545500,68521.64,68554.44,0.446935,-0.490661,-0.0539,-1.3294,-3,0.375515,DOWN,0.624485,0.0,UP,,0.0,-108.0
1775545800,68554.44,68556.02,0.750425,0.42859,0.9325,-0.0064,1,0.820367,UP,0.820367,3.0,UP,WIN,3.0,-105.0
1775546100,68556.02,68606.93,0.353317,0.021479,-0.5887,-0.188,2,0.373017,DOWN,0.626983,0.0,UP,,0.0,-105.0
1775546400,68606.93,68576.89,0.999903,0.491694,-0.8634,1.093,3,0.808747,UP,0.808747,3.0,DOWN,LOSS,-3.0,-108.0
1775546700,68576.89,68650.37,0.203203,-0.304449,-0.0501,0.8602,-1,0.233872,DOWN,0.766128,1.0,UP,LOSS,-1.0,-109.0
1775547000,68650.37,68643.69,0.564493,0.564493,-0.4713,2.2196,1,0.595767,UP,0.595767,0.0,DOWN,,0.0,-109.0
1775547300,68643.69,68673.72,0.328941,-0.149174,-0.6411,-1.6394,-1,0.376211,DOWN,0.623789,0.0,UP,,0.0,-109.0
1775547600,68673.72,68664.01,0.906547,0.815811,-1.0289,-1.8968,1,0.816969,UP,0.816969,3.0,DOWN,LOSS,-3.0,-112.0
1775547900,68664.01,68658.54,0.580289,-0.238049,-1.0871,-1.5703,-1,0.519221,UP,0.519221,0.0,DOWN,,0.0,-112.0
1775548200,68658.54,68610.29,0.524142,-0.146727,-0.7473,-1.5328,-2,0.5197,UP,0.5197,0.0,DOWN,,0.0,-112.0
1775548500,68610.29,68676.15,0.141727,-0.681786,-0.3393,-0.1531,-3,0.17813,DOWN,0.82187,3.0,UP,LOSS,-3.0,-115.0
1775548800,68676.15,68675.99,0.341068,0.26486,6.6538,6.4679,1,0.789461,UP,0.789461,1.0,DOWN,LOSS,-1.0,-116.0
1775549100,68675.99,68730.4,0.92198,-0.002818,0.0366,-0.5261,-1,0.808635,UP,0.808635,3.0,UP,WIN,3.0,-113.0
1775549400,68730.4,68770.66,0.605709,0.470675,0.439,0.752,1,0.706608,UP,0.706608,1.0,UP,WIN,1.0,-112.0
1775549700,68770.66,68848.5,0.955272,0.33849,-0.1025,0.7824,2,0.83644,UP,0.83644,3.0,UP,WIN,3.0,-109.0
1775550000,68848.5,68749.77,0.852543,0.785628,0.9037,0.3261,3,0.908632,UP,0.908632,5.0,DOWN,LOSS,-5.0,-114.0
1775550300,68749.77,68840.73,0.082773,-0.885391,0.7678,0.58,-1,0.062023,DOWN,0.937977,5.0,UP,LOSS,-5.0,-119.0
1775550600,68840.73,68877.47,0.894219,0.894219,0.6513,0.3381,1,0.928699,UP,0.928699,5.0,UP,WIN,5.0,-114.0
1775550900,68877.47,68917.56,1.0,0.779215,-0.0608,-0.8212,2,0.906395,UP,0.906395,5.0,UP,WIN,5.0,-109.0
1775551200,68917.56,68915.09,0.700234,0.375199,1.035,0.4257,3,0.761862,UP,0.761862,1.0,DOWN,LOSS,-1.0,-110.0
1775551500,68915.09,68966.17,0.426777,-0.034092,2.765,-0.3318,-1,0.415582,DOWN,0.584418,0.0,UP,,0.0,-110.0
1775551800,68966.17,68942.34,0.722734,0.595824,0.2067,-0.0825,1,0.796659,UP,0.796659,1.0,DOWN,LOSS,-1.0,-111.0
1775552100,68942.34,68986.76,0.371074,-0.314463,-0.0238,-0.3059,-1,0.337797,DOWN,0.662203,0.0,UP,,0.0,-111.0
1775552400,68986.76,69214.0,0.897024,0.699417,0.6341,-0.5718,1,0.910124,UP,0.910124,5.0,UP,WIN,5.0,-106.0
1775552700,69214.0,69111.29,0.996707,0.912647,1.673,3.4343,2,0.950913,UP,0.950913,5.0,DOWN,LOSS,-5.0,-111.0
1775553000,69111.29,69110.99,0.116523,-0.625289,1.0938,1.1721,-1,0.082371,DOWN,0.917629,5.0,DOWN,WIN,5.0,-106.0
1775553300,69110.99,69059.74,0.366438,-0.003221,0.2448,-0.0706,-2,0.422076,DOWN,0.577924,0.0,DOWN,,0.0,-106.0
1775553600,69059.74,69064.77,0.281139,-0.569951,-0.5258,-0.1679,-3,0.279895,DOWN,0.720105,1.0,UP,LOSS,-1.0,-107.0
1775553900,69064.77,69155.46,0.80811,0.062757,1.4991,-0.3909,1,0.803691,UP,0.803691,3.0,UP,WIN,3.0,-104.0
1775554200,69155.46,69159.82,0.892894,0.776455,-1.0145,0.223,2,0.798443,UP,0.798443,1.0,UP,WIN,1.0,-103.0
1775554500,69159.82,69188.11,0.780298,0.075485,-0.3813,-0.9482,3,0.665261,UP,0.665261,0.0,UP,,0.0,-103.0
1775554800,69188.11,69178.08,0.344618,0.272859,-0.8238,-0.0753,4,0.408554,DOWN,0.591446,0.0,DOWN,,0.0,-103.0
1775555100,69178.08,69159.74,0.680939,-0.121311,-1.3026,-0.4126,-1,0.590572,UP,0.590572,0.0,DOWN,,0.0,-103.0
1775555400,69159.74,69150.35,0.373229,-0.530211,-1.4123,-1.5917,-2,0.387192,DOWN,0.612808,0.0,DOWN,,0.0,-103.0
1775555700,69150.35,69062.03,0.69068,-0.223252,-1.349,-1.2505,-3,0.603421,UP,0.603421,0.0,DOWN,,0.0,-103.0
1775556000,69062.03,68944.31,0.000137,-0.604393,-1.1643,1.14,-4,0.210509,DOWN,0.789491,1.0,DOWN,WIN,1.0,-102.0
1775556300,68944.31,68910.89,0.457959,-0.49001,2.7581,3.0497,-5,0.4332,DOWN,0.5668,0.0,DOWN,,0.0,-102.0
1775556600,68910.89,68934.97,0.436826,-0.273128,0.9629,0.3472,-6,0.402592,DOWN,0.597408,0.0,UP,,0.0,-102.0
1775556900,68934.97,68970.82,0.3397,0.265842,-0.998,-0.231,1,0.440191,DOWN,0.559809,0.0,UP,,0.0,-102.0
1775557200,68970.82,68738.22,0.494907,0.410324,-1.0041,-0.3338,2,0.542207,UP,0.542207,0.0,DOWN,,0.0,-102.0
1775557500,68738.22,68734.16,0.251649,-0.748319,2.7998,3.7036,-1,0.16029,DOWN,0.83971,3.0,DOWN,WIN,3.0,-99.0
1775557800,68734.16,68550.29,0.51831,-0.048745,-0.2343,-0.4735,-2,0.537516,UP,0.537516,0.0,DOWN,,0.0,-99.0
1775558100,68550.29,68473.71,0.170542,-0.77445,2.2304,1.703,-3,0.063381,DOWN,0.936619,5.0,DOWN,WIN,5.0,-94.0
1775558400,68473.71,68424.0,0.173004,-0.557838,0.1786,0.1669,-4,0.178873,DOWN,0.821127,3.0,DOWN,WIN,3.0,-91.0
1775558700,68424.0,68260.97,0.352941,-0.535553,-0.7426,-0.4847,-5,0.351944,DOWN,0.648056,0.0,DOWN,,0.0,-91.0
1775559000,68260.97,68225.93,0.334483,-0.617772,2.6501,2.0921,-6,0.19372,DOWN,0.80628,3.0,DOWN,WIN,3.0,-88.0
1775559300,68225.93,68186.0,0.352996,-0.411751,2.2927,-0.5422,-7,0.234005,DOWN,0.765995,1.0,DOWN,WIN,1.0,-87.0
1775559600,68186.0,68296.01,0.756777,-0.243223,0.913,0.5191,-8,0.719275,UP,0.719275,1.0,UP,WIN,1.0,-86.0
1775559900,68296.01,68331.0,0.849089,0.70079,1.0249,0.3737,1,0.912111,UP,0.912111,5.0,UP,WIN,5.0,-81.0
1775560200,68331.0,68284.65,0.896976,0.435361,-0.6338,-0.7053,2,0.785604,UP,0.785604,1.0,DOWN,LOSS,-1.0,-82.0
1775560500,68284.65,68288.84,0.040694,-0.37573,-0.1627,-0.1014,-1,0.152072,DOWN,0.847928,3.0,UP,LOSS,-3.0,-85.0
1775560800,68288.84,68365.01,0.611089,0.055711,-0.493,-0.8056,1,0.569517,UP,0.569517,0.0,UP,,0.0,-85.0
1775561100,68365.01,68312.04,0.658782,0.604572,-0.6715,-0.0923,2,0.692284,UP,0.692284,0.0,DOWN,,0.0,-85.0
1775561400,68312.04,68433.63,0.469026,-0.530974,-0.5238,-0.4809,-1,0.376507,DOWN,0.623493,0.0,UP,,0.0,-85.0
1775561700,68433.63,68402.04,0.888132,0.795902,-0.86,0.2069,1,0.822936,UP,0.822936,3.0,DOWN,LOSS,-3.0,-88.0
1775562000,68402.04,68420.25,0.54183,-0.458025,-1.083,-1.1237,-1,0.455268,DOWN,0.544732,0.0,UP,,0.0,-88.0
1775562300,68420.25,68327.85,0.874554,0.36088,-1.1344,-1.3053,1,0.734467,UP,0.734467,1.0,DOWN,LOSS,-1.0,-89.0
1775562600,68327.85,68328.81,0.080963,-0.919037,-1.1127,-0.4455,-1,0.174819,DOWN,0.825181,3.0,UP,LOSS,-3.0,-92.0
1775562900,68328.81,68379.06,0.324058,0.016907,-0.9052,-1.0763,1,0.380065,DOWN,0.619935,0.0,UP,,0.0,-92.0
1775563200,68379.06,68152.71,0.953222,0.63359,-0.5796,-0.703,2,0.840147,UP,0.840147,3.0,DOWN,LOSS,-3.0,-95.0
1775563500,68152.71,68263.85,0.219166,-0.55237,3.1079,4.0915,-1,0.20631,DOWN,0.79369,1.0,UP,LOSS,-1.0,-96.0
1775563800,68263.85,68326.38,0.693089,0.545499,-0.5535,0.8519,1,0.721553,UP,0.721553,1.0,UP,WIN,1.0,-95.0
1775564100,68326.38,68383.16,0.724229,0.330724,-0.2493,0.6012,2,0.702975,UP,0.702975,1.0,UP,WIN,1.0,-94.0
1775564400,68383.16,68424.35,0.632224,0.312235,0.5591,0.559,3,0.666863,UP,0.666863,0.0,UP,,0.0,-94.0
1775564700,68424.35,68355.11,0.999792,0.858483,-0.9408,-1.0857,4,0.841313,UP,0.841313,3.0,DOWN,LOSS,-3.0,-97.0
1775565000,68355.11,68402.88,0.168005,-0.463268,-0.5426,0.1612,-1,0.221482,DOWN,0.778518,1.0,UP,LOSS,-1.0,-98.0
1775565300,68402.88,68308.65,0.840775,0.503054,-0.6752,-0.4412,1,0.778722,UP,0.778722,1.0,DOWN,LOSS,-1.0,-99.0
1775565600,68308.65,68271.16,0.287368,-0.686058,0.2232,0.0854,-1,0.19111,DOWN,0.80889,3.0,DOWN,WIN,3.0,-96.0
1775565900,68271.16,68328.94,0.435207,-0.355389,-0.154,-0.3006,-2,0.394787,DOWN,0.605213,0.0,UP,,0.0,-96.0
1775566200,68328.94,68383.99,0.837695,0.609751,-0.6187,-0.4044,1,0.797865,UP,0.797865,1.0,UP,WIN,1.0,-95.0
1775566500,68383.99,68428.08,0.263907,0.204708,1.5162,1.8024,2,0.311896,DOWN,0.688104,0.0,UP,,0.0,-95.0
1775566800,68428.08,68571.99,0.805069,0.576039,-0.0057,-0.689,3,0.804857,UP,0.804857,3.0,UP,WIN,3.0,-92.0
1775567100,68571.99,68612.01,0.700136,0.700088,1.8229,0.8403,4,0.869905,UP,0.869905,3.0,UP,WIN,3.0,-89.0
1775567400,68612.01,68514.9,0.922885,0.256538,1.4889,0.2019,5,0.88818,UP,0.88818,3.0,DOWN,LOSS,-3.0,-92.0
1775567700,68514.9,68480.3,0.254662,-0.653719,1.2182,0.0825,-1,0.127004,DOWN,0.872996,3.0,DOWN,WIN,3.0,-89.0
1775568000,68480.3,68471.32,0.330453,-0.404017,0.0286,-0.6531,-2,0.299638,DOWN,0.700362,1.0,DOWN,WIN,1.0,-88.0
1775568300,68471.32,68404.53,0.601956,-0.190942,-0.8315,-1.1241,-3,0.569558,UP,0.569558,0.0,DOWN,,0.0,-88.0
1775568600,68404.53,68382.44,0.126831,-0.312585,1.2216,0.8456,-4,0.13739,DOWN,0.86261,3.0,DOWN,WIN,3.0,-85.0
1775568900,68382.44,68324.0,0.138544,-0.156545,1.2634,-0.0761,-5,0.173967,DOWN,0.826033,3.0,DOWN,WIN,3.0,-82.0
1775569200,68324.0,68281.25,0.286589,-0.354461,0.2112,0.1569,-6,0.290257,DOWN,0.709743,1.0,DOWN,WIN,1.0,-81.0
1775569500,68281.25,68432.32,0.640807,-0.262173,1.4301,0.0853,-7,0.615696,UP,0.615696,0.0,UP,,0.0,-81.0
1775569800,68432.32,68221.38,0.990723,0.834226,-0.0215,0.6534,1,0.916283,UP,0.916283,5.0,DOWN,LOSS,-5.0,-86.0
1775570100,68221.38,68103.44,0.088486,-0.873024,0.3354,1.7636,-1,0.089923,DOWN,0.910077,5.0,DOWN,WIN,5.0,-81.0
1775570400,68103.44,67846.98,0.089393,-0.742461,4.1938,0.2286,-2,0.040824,DOWN,0.959176,5.0,DOWN,WIN,5.0,-76.0
1775570700,67846.98,67873.98,0.145059,-0.741514,3.2928,3.4268,-3,0.1034,DOWN,0.8966,3.0,UP,LOSS,-3.0,-79.0
1775571000,67873.98,67839.57,0.386946,0.307552,1.4528,-1.0264,1,0.471726,DOWN,0.528274,0.0,DOWN,,0.0,-79.0
1775571300,67839.57,68083.74,0.404617,-0.155441,-0.1462,0.9202,-1,0.406926,DOWN,0.593074,0.0,UP,,0.0,-79.0
1775571600,68083.74,68136.02,0.780495,0.780495,1.2458,2.1202,1,0.886985,UP,0.886985,3.0,UP,WIN,3.0,-76.0
1775571900,68136.02,68099.27,0.95603,0.340055,-0.2143,-0.2219,2,0.829153,UP,0.829153,3.0,DOWN,LOSS,-3.0,-79.0
1775572200,68099.27,68032.45,0.456141,-0.168865,-0.9745,0.577,-1,0.460499,DOWN,0.539501,0.0,DOWN,,0.0,-79.0
1775572500,68032.45,67985.67,0.366724,-0.412673,-1.0617,-0.2358,-2,0.382802,DOWN,0.617198,0.0,DOWN,,0.0,-79.0
1775572800,67985.67,68085.91,0.112338,-0.394236,-1.1488,-0.7705,-3,0.277907,DOWN,0.722093,1.0,UP,LOSS,-1.0,-80.0
1775573100,68085.91,68014.36,0.46815,0.421744,-1.0661,0.8784,1,0.543761,UP,0.543761,0.0,DOWN,,0.0,-80.0
1775573400,68014.36,67843.12,0.174688,-0.558984,-0.734,-0.7051,-1,0.22422,DOWN,0.77578,1.0,DOWN,WIN,1.0,-79.0
1775573700,67843.12,67859.66,0.017894,-0.982106,-0.0979,-0.0306,-2,0.082663,DOWN,0.917337,5.0,UP,LOSS,-5.0,-84.0
1775574000,67859.66,67862.0,0.597447,0.164971,0.6075,-1.0889,1,0.621361,UP,0.621361,0.0,UP,,0.0,-84.0
1775574300,67862.0,67876.8,0.977302,0.015046,-0.0431,-0.3276,2,0.798976,UP,0.798976,1.0,UP,WIN,1.0,-83.0
1775574600,67876.8,68024.28,0.296856,0.11025,-0.3145,-0.7786,3,0.337726,DOWN,0.662274,0.0,UP,,0.0,-83.0
1775574900,68024.28,68010.5,0.64777,0.602353,1.462,1.0064,4,0.798098,UP,0.798098,1.0,DOWN,LOSS,-1.0,-84.0
1775575200,68010.5,68166.06,0.620354,-0.157576,-1.0411,-1.4987,-1,0.557628,UP,0.557628,0.0,UP,,0.0,-84.0
1775575500,68166.06,68132.38,0.863255,0.858783,0.6429,-0.0029,1,0.916766,UP,0.916766,5.0,DOWN,LOSS,-5.0,-89.0
1775575800,68132.38,68102.6,0.305948,-0.316958,-0.2374,-1.1107,-1,0.304505,DOWN,0.695495,0.0,DOWN,,0.0,-89.0
1775576100,68102.6,68065.68,0.270957,-0.241662,-0.3306,-0.7852,-2,0.318152,DOWN,0.681848,0.0,DOWN,,0.0,-89.0
1775576400,68065.68,68109.14,0.185287,-0.440205,-1.0111,-1.2708,-3,0.291882,DOWN,0.708118,1.0,UP,LOSS,-1.0,-90.0
1775576700,68109.14,68143.66,0.754717,0.594203,-0.1148,-1.3216,1,0.792814,UP,0.792814,1.0,UP,WIN,1.0,-89.0
1775577000,68143.66,68152.71,0.897755,0.341343,-0.3819,-0.8605,2,0.790754,UP,0.790754,1.0,UP,WIN,1.0,-88.0
1775577300,68152.71,68254.4,0.184622,0.061473,-0.1727,-0.139,3,0.252133,DOWN,0.747867,1.0,UP,LOSS,-1.0,-89.0
1775577600,68254.4,68118.4,0.414968,0.313181,0.0147,2.8591,4,0.349661,DOWN,0.650339,0.0,DOWN,,0.0,-89.0
1775577900,68118.4,68129.32,0.032334,-0.783862,-0.1765,0.3349,-1,0.103036,DOWN,0.896964,3.0,UP,LOSS,-3.0,-92.0
1775578200,68129.32,68099.53,0.743866,0.143288,-0.1562,-1.2479,1,0.693668,UP,0.693668,0.0,DOWN,,0.0,-92.0
1775578500,68099.53,68319.28,0.126358,-0.308289,-0.5253,-0.8006,-1,0.22571,DOWN,0.77429,1.0,UP,LOSS,-1.0,-93.0
1775578800,68319.28,68375.77,0.264409,0.224365,15.7642,13.204,1,0.961949,UP,0.961949,5.0,UP,WIN,5.0,-88.0
1775579100,68375.77,68351.73,0.922438,0.593694,0.0753,-0.4741,2,0.86997,UP,0.86997,3.0,DOWN,LOSS,-3.0,-91.0
1775579400,68351.73,68312.35,0.739199,-0.235525,-0.6146,-0.3999,-1,0.62273,UP,0.62273,0.0,DOWN,,0.0,-91.0
1775579700,68312.35,68313.02,0.526777,-0.460477,-0.4836,-0.4778,-2,0.445425,DOWN,0.554575,0.0,UP,,0.0,-91.0
1775580000,68313.02,68296.32,0.376124,0.006693,-0.6822,-0.3775,1,0.40217,DOWN,0.59783,0.0,DOWN,,0.0,-91.0
1775580300,68296.32,68238.74,0.097253,-0.162089,-0.6819,-0.3624,-1,0.247574,DOWN,0.752426,1.0,DOWN,WIN,1.0,-90.0
1775580600,68238.74,68223.75,0.218698,-0.432737,-0.572,-0.1941,-2,0.266198,DOWN,0.733802,1.0,DOWN,WIN,1.0,-89.0
1775580900,68223.75,68319.33,0.68181,-0.27349,-0.6705,-0.5946,-3,0.603375,UP,0.603375,0.0,UP,,0.0,-89.0
1775581200,68319.33,68329.71,0.890932,0.655645,-0.0805,-0.0796,1,0.86391,UP,0.86391,3.0,UP,WIN,3.0,-86.0
1775581500,68329.71,68295.27,0.65048,0.155576,-0.4296,-0.4996,2,0.605843,UP,0.605843,0.0,DOWN,,0.0,-86.0
1775581800,68295.27,68261.68,0.233752,-0.423929,-0.4423,-0.3937,-1,0.253961,DOWN,0.746039,1.0,DOWN,WIN,1.0,-85.0
1775582100,68261.68,68340.32,0.390053,-0.241776,-0.4785,-0.0935,-2,0.403525,DOWN,0.596475,0.0,UP,,0.0,-85.0
1775582400,68340.32,68400.0,0.86987,0.420782,-0.2666,0.1463,1,0.809283,UP,0.809283,3.0,UP,WIN,3.0,-82.0
1775582700,68400.0,68486.89,1.0,0.852571,-0.4206,-0.4757,2,0.890768,UP,0.890768,3.0,UP,WIN,3.0,-79.0
1775583000,68486.89,68714.21,0.702766,0.702766,0.0463,-0.2012,3,0.777232,UP,0.777232,1.0,UP,WIN,1.0,-78.0
1775583300,68714.21,68687.1,0.443035,0.443015,1.5216,1.7815,4,0.529121,UP,0.529121,0.0,DOWN,,0.0,-78.0
1775583600,68687.1,68730.32,0.09166,-0.273066,-0.2228,-0.3965,-1,0.193379,DOWN,0.806621,3.0,UP,LOSS,-3.0,-81.0
1775583900,68730.32,68754.0,0.940231,0.631594,-0.3748,-0.4942,1,0.858912,UP,0.858912,3.0,UP,WIN,3.0,-78.0
1775584200,68754.0,68694.66,0.361943,0.196939,-0.2364,-0.2187,2,0.411877,DOWN,0.588123,0.0,DOWN,,0.0,-78.0
1775584500,68694.66,68666.84,0.172589,-0.719709,-0.4615,-0.4112,-1,0.178643,DOWN,0.821357,3.0,DOWN,WIN,3.0,-75.0
1775584800,68666.84,68626.0,0.142318,-0.22331,-0.4727,-0.2055,-2,0.256582,DOWN,0.743418,1.0,DOWN,WIN,1.0,-74.0
1775585100,68626.0,68635.36,0.06508,-0.661162,-0.3991,-0.6672,-3,0.154983,DOWN,0.845017,3.0,UP,LOSS,-3.0,-77.0
1775585400,68635.36,68648.33,0.390721,0.115186,-0.5253,-0.4394,1,0.432624,DOWN,0.567376,0.0,UP,,0.0,-77.0
1775585700,68648.33,68574.0,0.68059,0.159337,0.2284,-0.4254,2,0.658085,UP,0.658085,0.0,DOWN,,0.0,-77.0
1775586000,68574.0,68637.26,0.239362,-0.633836,-0.1953,-0.0478,-1,0.202842,DOWN,0.797158,1.0,UP,LOSS,-1.0,-78.0
1775586300,68637.26,68697.09,0.816249,0.619953,-0.5189,-0.2163,1,0.797679,UP,0.797679,1.0,UP,WIN,1.0,-77.0
1775586600,68697.09,68585.4,0.696612,0.603247,-0.5731,-0.2457,2,0.719766,UP,0.719766,1.0,DOWN,LOSS,-1.0,-78.0
1775586900,68585.4,68511.99,0.22206,-0.777731,-0.5691,0.237,-1,0.199179,DOWN,0.800821,3.0,DOWN,WIN,3.0,-75.0
1775587200,68511.99,68466.98,0.407304,-0.524657,-0.2878,0.1538,-2,0.340987,DOWN,0.659013,0.0,DOWN,,0.0,-75.0
1775587500,68466.98,68379.84,0.27539,-0.724449,-0.5319,-0.6668,-3,0.249077,DOWN,0.750923,1.0,DOWN,WIN,1.0,-74.0
1775587800,68379.84,68430.56,0.29537,-0.592507,-0.0139,0.2347,-4,0.252739,DOWN,0.747261,1.0,UP,LOSS,-1.0,-75.0
1775588100,68430.56,68432.51,0.881432,0.472782,-0.3259,-0.2218,1,0.81821,UP,0.81821,3.0,UP,WIN,3.0,-72.0
1775588400,68432.51,68388.95,0.637816,0.023605,-0.6887,-0.4667,2,0.557947,UP,0.557947,0.0,DOWN,,0.0,-72.0
1775588700,68388.95,68442.88,0.393624,-0.265545,1.0284,0.4559,-1,0.324975,DOWN,0.675025,0.0,UP,,0.0,-72.0
1775589000,68442.88,68727.18,0.65111,0.55684,-0.1355,-0.3132,1,0.726087,UP,0.726087,1.0,UP,WIN,1.0,-71.0
1775589300,68727.18,68588.03,0.966349,0.966349,0.2466,1.8126,2,0.922264,UP,0.922264,5.0,DOWN,LOSS,-5.0,-76.0
1775589600,68588.03,68559.29,0.208631,-0.499587,0.6582,3.2849,-1,0.260175,DOWN,0.739825,1.0,DOWN,WIN,1.0,-75.0
1775589900,68559.29,68479.04,0.183043,-0.274708,-0.215,-0.2947,-2,0.25107,DOWN,0.74893,1.0,DOWN,WIN,1.0,-74.0
1775590200,68479.04,68464.86,0.058848,-0.828515,-0.7426,-0.4585,-3,0.159993,DOWN,0.840007,3.0,DOWN,WIN,3.0,-71.0
